list_name,name,label::english,governorate
location,YE15013010400,Amaemah Mountain,
location,YE15013010200,Maswam,
location,YE15013010100,Qabaein,
location,YE15013110100,Salul Baher,
location,YE15013110200,Wadi Baher,
location,YE15013110300,Warat Baher,
location,YE15013210300,Al-Jafah,
location,YE15013210200,Al-Khareebah,
location,YE15013210100,Waheeb,
location,YE15013310100,Al-Gheil,
location,YE15013310300,Al-Rakhwah,
location,YE15013310200,Masharae,
location,YE15013410200,Al-Ansal,
location,YE15013410400,Al-Juneid,
location,YE15013410100,Bani Abeidan,
location,YE15013410300,Maryah,
location,YE15013510400,Al-Aneen,
location,YE15013510100,Al-Jeel,
location,YE15013510300,Al-Qorm,
location,YE15013510200,Fadman,
location,YE15013510500,Thacwan,
location,YE15013610300,Habeel Saa,
location,YE15013610200,Khalawah,
location,YE15013610100,Mahrabah,
location,YE15013710200,Al-Ghaili,
location,YE15013710300,Al-Mubader,
location,YE15013710100,Al-Rameidi,
location,YE15013810500,Al-Zareebah,
location,YE15013810300,Qamahedah Al-Sofla,
location,YE15013810100,شعب المشارق,
location,YE15013810200,قماهدة العليا,
location,YE15013810400,مسيلقه,
location,YE15013910400,Al-Muswalah,
location,YE15013910800,Al-Qebqab,
location,YE15013910600,Al-Saken,
location,YE15013910100,Al-Suwaida,
location,YE15013910200,Habeel Al-Dhubayah,
location,YE15013910500,Jaranae,
location,YE15013910700,Mareeran,
location,YE15013910300,Seerah (Al-Sharf),
location,YE15014010200,Akhraq,
location,YE15014010500,Al-Najareen,
location,YE15014010400,Al-Saken,
location,YE15014010100,Erq Al-Shorman,
location,YE15014010300,Lutaf,
location,YE15014010600,Markez Al-Shorman,
location,YE15014110100,Al-Jadalah,
location,YE15014110200,Al-Maq Al-Aala,
location,YE15014110300,Al-Qoshm,
location,YE15014110400,Quraine,
location,YE15014210200,Al-Humeira,
location,YE15014210100,Al-Sheikh Obaid,
location,YE15014310200,Al-Batnah,
location,YE15014310100,Al-Dhuhrah,
location,YE15014310500,Al-Hawadel,
location,YE15014310400,Al-Meshwas,
location,YE15014310300,Al-Metlah,
location,YE15022110200,Al-Adhfar,
location,YE15022110100,Al-Asaedah,
location,YE15022110400,Al-Hamri,
location,YE15022110700,Al-Jebal,
location,YE15022110500,Al-Mahal,
location,YE15022110600,Al-Saqadi,
location,YE15022110300,Al-Shajarah,
location,YE15022210200,Al-Tholthein,
location,YE15022210100,Tholth Al-Aqyos,
location,YE15022310500,Al-Cadah,
location,YE15022310600,Al-Hadah,
location,YE15022310200,Al-Mashaqeb,
location,YE15022310100,Al-Rahbah,
location,YE15022310400,Al-Rebat,
location,YE15022310700,Al-Wadi,
location,YE15022310300,Shejaf,
location,YE15022310800,الدوامي,
location,YE15022311000,القحاف الاضيابع,
location,YE15022310900,الوعشه,
location,YE15022410100,Al-Ghazalein,
location,YE15022410200,Al-Madahef,
location,YE15022410400,Al-Muatabah,
location,YE15022410300,Al-Qalah,
location,YE15022410500,Al-Tabahah,
location,YE15022510100,Ashmus,
location,YE15022611100,Al-Carbah,
location,YE15022610200,Al-Careebah,
location,YE15022610700,Al-Hajeefah,
location,YE15022610500,Al-Hayjah,
location,YE15022610900,Al-Kharaeb,
location,YE15022610400,Al-Mathrah,
location,YE15022610600,Al-Qarf,
location,YE15022610100,Al-Watah,
location,YE15022610300,Qadar,
location,YE15022610800,الحوابس,
location,YE15022611000,كويكبان,
location,YE15022710600,Al-Douf,
location,YE15022710100,Al-Haql Al-Aala,
location,YE15022710900,Al-Kabab,
location,YE15022710300,Al-Mabal,
location,YE15022710400,Al-Maer,
location,YE15022710500,Basheemah,
location,YE15022710200,Dee Maleh,
location,YE15022710800,Dharab,
location,YE15022710700,Mayen,
location,YE15022810500,Al-Aarouq,
location,YE15022810600,Al-Afrad,
location,YE15022810200,Al-Jabeerah,
location,YE15022810800,Al-Madaqah,
location,YE15022811100,Al-Suna,
location,YE15022811200,Bani Abdallah Al-Olya,
location,YE15022810400,Bani Abdallah Al-Sofla,
location,YE15022810700,Bani Qasem,
location,YE15022811000,Bani Saleh,
location,YE15022811300,Nesf Bani Al-Majeedi,
location,YE15022810900,Tabashae,
location,YE15022810300,Wadheehah Al-Olya,
location,YE15022810100,Wadheehah Al-Sofla,
location,YE15022910200,Al-Lawyah Al-Olya,
location,YE15022910100,Al-Lawyah Al-Sofla,
location,YE15023010800,Al-Haql Al-Asfal,
location,YE15023010200,Al-Qaboul,
location,YE15023010900,Al-Reisi,
location,YE15023010300,Al-Sana'at,
location,YE15023010600,Bani Abeed,
location,YE15023010100,Khoba'ah,
location,YE15023010400,Masarae,
location,YE15023010500,Shuqahah,
location,YE15023010700,Wadi Kuhal,
location,YE15023110100,Al-Dhaheera,
location,YE15023110500,Al-Madwarah,
location,YE15023110200,Al-Moases,
location,YE15023110400,Al-Qardouhah,
location,YE15023110300,Wadi Al-Hajr,
location,YE15023210500,Al-Hameimah,
location,YE15023210600,Al-Majdourah,
location,YE15023210800,Al-Mehdadah,
location,YE15023210300,Bani Afan,
location,YE15023210100,Bani Ahmed,
location,YE15023210200,Bani Haidar,
location,YE15023210700,Bani Hamdan,
location,YE15023210400,Bani Rajeh,
location,YE15023200201,الربوع ( السوق ),
location,YE15023310100,Al-Kebash,
location,YE15023310400,Al-Sharaf,
location,YE15023310300,Anshaq,
location,YE15023310200,Dafan,
location,YE15023310500,Habl,
location,YE15023410100,Al-Mesad,
location,YE15023410200,Al-Oqab,
location,YE15023510900,Al-Badeerah,
location,YE15023511000,Al-Mehdadah,
location,YE15023511200,Al-Saeed,
location,YE15023510100,Al-Sahal,
location,YE15023510500,Al-Saheelah,
location,YE15023510200,Al-Sanab,
location,YE15023510700,Al-Wareedah,
location,YE15023510600,Hajajah,
location,YE15023510300,Khusha,
location,YE15023511100,Qardhan,
location,YE15023510800,Qeid,
location,YE15023510400,Wadi Hezam,
location,YE15023610200,Acamat Hasan,
location,YE15023610100,Aden Atrous,
location,YE15023610300,Al-Aqeibah,
location,YE15023611000,Al-Dumaynah,
location,YE15023610400,Al-Hemsi,
location,YE15023610500,Al-Jabeeb,
location,YE15023611100,Al-Kabsah,
location,YE15023610900,Al-Maqademah,
location,YE15023610700,Al-Owar,
location,YE15023610800,Al-Shasrah,
location,YE15023611300,Al-Zeilah,
location,YE15023611400,Bani Alwan,
location,YE15023610600,Bani Camal,
location,YE15023611200,Jahranah,
location,YE15023710400,Al-Dhuhrah,
location,YE15023710100,Al-Shaoubah,
location,YE15023710300,Al-Wadi Al-Aali,
location,YE15023710200,Al-Wadi Al-Asfal,
location,YE15023810300,Al-Erdah,
location,YE15023810200,Al-Maclob,
location,YE15023810400,Al-Muqeibarah,
location,YE15023810100,Al-Najdein,
location,YE15023810500,Al-Nejd,
location,YE15023810600,Al-Qateiah,
location,YE15023810700,Al-Zeilah,
location,YE15032110200,Al-Qashah Bani Mareer,
location,YE15032110300,Hawas,
location,YE15032110400,Qabeer Ali,
location,YE15032110500,Qabeer Asfal,
location,YE15032110100,Raheed,
location,YE15032210300,Al-Qehaf,
location,YE15032210200,Al-Shoqah,
location,YE15032210100,Jerees,
location,YE15032310100,Raha,
location,YE15032310200,Wadi Al-Sabab,
location,YE15032410400,Aden Baracah,
location,YE15032410500,Al-Adaresah,
location,YE15032410200,Al-Ozlah,
location,YE15032410300,Al-Qelaa,
location,YE15032410100,Al-Salm,
location,YE15032410600,Bani Zyad,
location,YE15032510500,Aden Ben Khaled,
location,YE15032510400,Aden Nameer,
location,YE15032510600,Al-Dumaynah,
location,YE15032510100,Al-Jabal,
location,YE15032510700,Al-Magharebah,
location,YE15032510200,Al-Matrah,
location,YE15032510800,Al-Qaryah,
location,YE15032510900,Bani Khaled,
location,YE15032510300,Zurman,
location,YE15032610200,Al-Jarawer,
location,YE15032610400,Al-Madwarah,
location,YE15032610100,Hareiqah,
location,YE15032610500,Nejd Al-Hadad,
location,YE15032610300,Wadi Al-Had,
location,YE15032610600,القرادفه,
location,YE15032710800,Al-Ahad,
location,YE15032710900,Al-Carab,
location,YE15032711000,Al-Khaneisah Al-Sofla,
location,YE15032710500,Al-Meshar,
location,YE15032710600,Al-Qaheim,
location,YE15032710400,Al-Qaryah,
location,YE15032711300,Al-Qashah,
location,YE15032710700,Bani Sulayman,
location,YE15032710200,Kayat,
location,YE15032710300,Manoubah,
location,YE15032711100,Shab Al-Dhahah,
location,YE15032700101,Sharqai Hemyar,
location,YE15032711500,البقر,
location,YE15032711700,القرادفه,
location,YE15032711200,عدن الحاج,
location,YE15032710100,قحفة المرخامه,
location,YE15032711600,نقيل الجرف,
location,YE15032711400,هوب ظبيه,
location,YE15032810100,Al-Cadeed,
location,YE15032810400,Al-Makhlout,
location,YE15032810200,Al-Shateen,
location,YE15032810300,Mawrah,
location,YE15032910300,Al-Maraheedh,
location,YE15032910500,Bani Muhlhal,
location,YE15032910100,Caimah,
location,YE15032910200,Khorafi,
location,YE15032910600,Qabeer Bani Husam,
location,YE15032910400,Saeenah,
location,YE15033010300,Al-Shajaby,
location,YE15033010100,Bani Khalaf,
location,YE15033010200,Nejd Al-Zareebah,
location,YE15033110100,Al-Areish,
location,YE15033110200,Al-Kharbeh,
location,YE15033110300,Al-Mansourah,
location,YE15033110400,Wadi Al-Beer,
location,YE15033210300,Al-Hadah,
location,YE15033210400,Al-Juraf,
location,YE15033210100,Al-Nazeeha,
location,YE15033280100,Badw Ruhal,
location,YE15033210200,Dar Al-Hadheer,
location,YE15033210500,Dehn,
location,YE15033310100,Al-Bahbahah,
location,YE15033310200,Dawsah,
location,YE15033310500,Jamanah,
location,YE15033310300,Jawah,
location,YE15033310400,Najl,
location,YE15033410100,Mourkhah,
location,YE15033510100,Al-Mughailaqah,
location,YE15033510200,Al-Romanah,
location,YE15033510300,Hasyah Al-Hyaj,
location,YE15033510400,Shab,
location,YE15033610400,Al-Batnah,
location,YE15033610200,Al-Mawatah,
location,YE15033610300,Al-Suna,
location,YE15033610100,Wadi Al-Hadad,
location,YE15033710300,Al-Mawdaqah,
location,YE15033710200,Al-Ozlah,
location,YE15033710100,Bani Ali Mountain,
location,YE15033810200,Al-Ameireekh,
location,YE15033810700,Al-Antari,
location,YE15033810400,Al-Cabeebah,
location,YE15033810300,Al-Jasheesh,
location,YE15033810600,Maqal,
location,YE15033810100,Wadi Al-Maa Al-Asfal,
location,YE15033810500,Wadi Al-Subol,
location,YE15033811000,وادي الماء اعلا,
location,YE15033810900,وادي جنات,
location,YE15033810800,وادي نخله,
location,YE15033910100,Al-Dhabah,
location,YE15033910500,Al-Jafer,
location,YE15033910200,Al-Sharaeb,
location,YE15033910300,Bani Abeed,
location,YE15033910600,Bani Marwan,
location,YE15033910900,Bani Othman,
location,YE15033910700,Bani Saleh,
location,YE15033910400,Bani Sulayman Al-Jabal,
location,YE15033910800,Bani Suleiman Al-Wadi,
location,YE15034010300,Al-Fara'ah,
location,YE15034010100,Al-Jarf,
location,YE15034010600,Al-Mahajem,
location,YE15034010500,Al-Mawhen,
location,YE15034010400,Al-Seerah,
location,YE15034010800,Al-Sharaeb,
location,YE15034010200,Al-Waeirah,
location,YE15034010700,Al-Wetta,
location,YE15034110600,Al-Adaresah,
location,YE15034110300,Al-Huryah Market,
location,YE15034110200,Al-Khaldi,
location,YE15034110100,Al-Khawames,
location,YE15034110400,Al-Rahedah,
location,YE15034110500,Haseed,
location,YE15042110300,Al-Ajeen,
location,YE15042110400,Al-Asrah,
location,YE15042111300,Al-Fareisah,
location,YE15042110700,Al-Kharabah,
location,YE15042110600,Al-Mahal,
location,YE15042111200,Al-Makhrabah,
location,YE15042110500,Al-Saleef,
location,YE15042111400,Al-Thanbah,
location,YE15042110100,Hajdah,
location,YE15042110900,Hamrah,
location,YE15042110800,Khazeejah,
location,YE15042111000,Malham,
location,YE15042111100,Mashawez,
location,YE15042110200,Wadi Al-Sahei,
location,YE15042210100,Al-Dhaijah,
location,YE15042210400,Bani Durayghem,
location,YE15042210300,Bani Hajaj,
location,YE15042210500,Safwan,
location,YE15042210200,Wadi Mawthab,
location,YE15042310300,Al-Amerah,
location,YE15042310500,Al-Barh,
location,YE15042310100,Al-Buteira,
location,YE15042310400,Al-Ghaol,
location,YE15042310200,Sahban,
location,YE15042410200,Al-Masarah,
location,YE15042410100,Al-Qatnah,
location,YE15042410300,Wadi Al-Shat,
location,YE15042410400,الهديده,
location,YE15042510300,Al-Hayaji,
location,YE15042510100,Al-Jaibah,
location,YE15042510500,Al-Nasheefah,
location,YE15042510200,Al-Qashah,
location,YE15042510400,Al-Rajhah,
location,YE15042610100,Al-Afeirah,
location,YE15042710200,Al-Adrous,
location,YE15042710300,Al-Cowyhah,
location,YE15042710100,Al-Mazanedah,
location,YE15042710500,Al-Taweer,
location,YE15042710400,Shabeyah,
location,YE15042811000,Al-Asbour,
location,YE15042810700,Al-Ashoub,
location,YE15042810400,Al-Batnah,
location,YE15042810300,Al-Boleyah,
location,YE15042811500,Al-Haqeel,
location,YE15042811200,Al-Haqeif,
location,YE15042810500,Al-Manbar,
location,YE15042811100,Al-Mawj,
location,YE15042810200,Al-Mowaijar,
location,YE15042800101,Al-Mulahadah,
location,YE15042810600,Al-Rebat,
location,YE15042811400,Al-Saeedah,
location,YE15042811300,Dhamein Aala,
location,YE15042810100,Maqbanah,
location,YE15042810900,Marabeah,
location,YE15042810800,Rekab,
location,YE15042880100,الرباط ( تجمع بدو),
location,YE15042910200,Sawagh Al-Jabal,
location,YE15042910100,Sawagh Al-Wadi,
location,YE15043010600,Al-Codf,
location,YE15043010800,Al-Dhajaj,
location,YE15043010400,Al-Maghrabah,
location,YE15043010300,Al-Manaberah,
location,YE15043010200,Al-Mujabjab,
location,YE15043010700,Al-Qawfa,
location,YE15043010100,Beed'hah,
location,YE15043010900,Codamah,
location,YE15043010500,Shab Al-Jabalyah,
location,YE15043110100,Mahraqat Al-Olya,
location,YE15043110200,Mahraqat Al-Sofla,
location,YE15043210300,Al-Cadeymah,
location,YE15043210100,Al-Mahal,
location,YE15043210200,Al-Refa,
location,YE15043310200,Al-Camb,
location,YE15043310700,Al-Deeimah,
location,YE15043310600,Al-Heymah,
location,YE15043310400,Al-Rabaenah,
location,YE15043310500,Al-Taleelah,
location,YE15043310800,Bani Abdallah,
location,YE15043310100,Bani Ali,
location,YE15043310300,Bani Ghaleb,
location,YE15043310900,القصيفه,
location,YE15043410400,Al-Awra'a,
location,YE15043410500,Al-Gharq,
location,YE15043410300,Al-Jabalein,
location,YE15043410100,Bahrah,
location,YE15043410200,Jazeerah,
location,YE15043580100,Al-Aqhouz,
location,YE15043510400,Al-Dukhul,
location,YE15043511300,Al-Ejlan,
location,YE15043511000,Al-Hajr,
location,YE15043511600,Al-Jarabeib,
location,YE15043510700,Al-Lasbah,
location,YE15043511500,Al-Madeifen,
location,YE15043510200,Al-Muayqeeb,
location,YE15043511200,Atradah,
location,YE15043510500,Baydah,
location,YE15043511400,Hadhounah,
location,YE15043510800,Jowarnah,
location,YE15043510600,Nafnaf,
location,YE15043510900,Qubah,
location,YE15043510100,Sanab,
location,YE15043510300,Saqm,
location,YE15043511100,Thonbat Al-Zarbi,
location,YE15043610400,Al-Aaroud,
location,YE15043610600,Al-Aathour,
location,YE15043610500,Al-Acamah,
location,YE15043610100,Al-Ghazouz,
location,YE15043610800,Al-Jawf,
location,YE15043611100,Al-Masakenah,
location,YE15043610700,Arjouh,
location,YE15043611200,Bani Aamer,
location,YE15043610300,Bani Bakr,
location,YE15043611000,Bani Muqbe,
location,YE15043611300,Bani Othman,
location,YE15043610900,Bani Sultan,
location,YE15043610200,Bn Baheer,
location,YE15043710300,Al-Arf,
location,YE15043710500,Al-Barh,
location,YE15043710700,Al-Camb,
location,YE15043710400,Al-Jareerah,
location,YE15043710100,Al-Roba,
location,YE15043710600,Al-Soufyah,
location,YE15043710200,Al-Tabeebah,
location,YE15043811400,Al-Ghabeishah,
location,YE15043810600,Al-Heyjah,
location,YE15043880100,Al-Jeilah,
location,YE15043810200,Al-Jeshashah,
location,YE15043810300,Al-Khasheelah,
location,YE15043811000,Al-Madadyah,
location,YE15043810700,Al-Maeerah,
location,YE15043810100,Al-Mutawafah,
location,YE15043810500,Al-Seyadah,
location,YE15043810400,Al-Shareemah,
location,YE15043810800,Al-Tamtamah,
location,YE15043811200,Al-Thanbah,
location,YE15043811300,Al-Zejayah,
location,YE15043811100,Anbah,
location,YE15043810900,Ashar,
location,YE15043811500,جبل الصياده,
location,YE15043910200,Al-Mahamedah,
location,YE15043910500,Al-Mathanyah,
location,YE15043910100,Al-Murajah,
location,YE15043910300,Bani Al-Fajr,
location,YE15043910400,Bani Muala,
location,YE15044010600,Al-Hajr,
location,YE15044010100,Al-Huda,
location,YE15044010700,Al-Jareibah,
location,YE15044010200,Al-Mahwa,
location,YE15044010300,Al-Mareekz,
location,YE15044010500,Al-Nobah,
location,YE15044010800,Al-Shat,
location,YE15044010400,Heis,
location,YE15044110300,Al-Hamra'a,
location,YE15044110100,Al-Haseeb,
location,YE15044110200,Al-Mazeiheef,
location,YE15044110400,Al-Saradeef,
location,YE15044110500,Al-Sateer,
location,YE15044210200,Al-Abarehah,
location,YE15044210800,Al-Acamah,
location,YE15044210500,Al-Askhour,
location,YE15044210900,Al-Aszour,
location,YE15044210100,Al-Maghaderah,
location,YE15044210700,Al-Najeed,
location,YE15044210300,Bani Helal,
location,YE15044210600,Bani Jafar,
location,YE15044211000,Bani Saleh,
location,YE15044210400,Bani Sulayman,
location,YE15044310100,Al-Jabal,
location,YE15044310300,Al-Ruwayhah,
location,YE15044310200,Al-Thaneeb,
location,YE15044410400,Al-Tafeeli,
location,YE15044410300,Boumyah,
location,YE15044410500,Muqdem Al-Ras,
location,YE15044410100,Ya'aqebah,
location,YE15044410700,الخيفه,
location,YE15044410200,السويهره,
location,YE15044410600,جبل الحكيمه,
location,YE15044511600,Al-Areishah,
location,YE15044511500,Al-Ashaeish,
location,YE15044511700,Al-Careef,
location,YE15044510900,Al-Dahes,
location,YE15044510300,Al-Dhamein,
location,YE15044511000,Al-Hazem,
location,YE15044510200,Al-Maqlab,
location,YE15044510100,Al-Qaheizah,
location,YE15044511800,Al-Qalat,
location,YE15044510400,Al-Qateenyah,
location,YE15044510700,Bani Ali,
location,YE15044510800,Barah Al-Shajeen,
location,YE15044511300,Hablacah,
location,YE15044511900,Hamr,
location,YE15044511200,Heyjat Bani Saleh,
location,YE15044510600,Jand,
location,YE15044511100,Mahatebah,
location,YE15044511400,Majryah,
location,YE15044510500,Qatbah,
location,YE15044610100,Al-Aadouf,
location,YE15044710500,Al-Haseenah,
location,YE15044710300,Al-Hayja,
location,YE15044710100,Al-Salamah,
location,YE15044710400,Al-Sheabi,
location,YE15044710200,Jawlab,
location,YE15044810400,Al-Manbar,
location,YE15044810100,Al-Shat,
location,YE15044810200,Houb Al-Waqee'e,
location,YE15044810600,Howaysyah,
location,YE15044810500,Wadi Al-Jasr,
location,YE15044810300,Wadi Ans,
location,YE15044910100,Al-Aredhah,
location,YE15044910300,Al-Hejar,
location,YE15044910200,Asq,
location,YE15052110100,Al-Holeibi,
location,YE15052110300,Al-Khadhra,
location,YE15052100101,Al-Makha,
location,YE15052110200,الزهيره,
location,YE15052210500,Al-Buleili,
location,YE15052210100,Al-Ghurafi,
location,YE15052210800,Al-Jareeb,
location,YE15052210300,Al-Jroubah,
location,YE15052210600,Al-Tabeelyah,
location,YE15052210200,Al-Thoubani,
location,YE15052210700,Hasi Ben Alwan,
location,YE15052210400,العشيره,
location,YE15052310400,Al-Cadeehah,
location,YE15052310800,Al-Malek,
location,YE15052310200,Al-Roweis,
location,YE15052310900,Al-Sawdad,
location,YE15052310700,Al-Shathalyah,
location,YE15052310300,Al-Zaheri,
location,YE15052310600,Hasi Salem,
location,YE15052310500,Nawbat Amer,
location,YE15052310100,Yakhtal,
location,YE15052410700,Al-Azuod,
location,YE15052410100,Al-Jumah,
location,YE15052410200,Al-Mamerah,
location,YE15052410500,Al-Manaseeb,
location,YE15052410300,Al-Shabarah,
location,YE15052410400,Al-Zaghbari,
location,YE15052410900,Hadhyah,
location,YE15052410600,Ja'ashi,
location,YE15052410800,Jahzar,
location,YE15052502500,جزيرة الزيادي,
location,YE15062111400,Al-Arjoush,
location,YE15062110100,Al-Cadahah,
location,YE15062111000,Al-Dawsh,
location,YE15062110700,Al-Faheeshyah,
location,YE15062110200,Al-Hareeqah,
location,YE15062110800,Al-Hejaryah,
location,YE15062110500,Al-Matrah,
location,YE15062111100,Al-Omari Mountain,
location,YE15062110900,Al-Oqah,
location,YE15062111300,Al-Rowa'a,
location,YE15062110600,Al-Seemal,
location,YE15062110400,Al-Suwaida,
location,YE15062100101,Bani Al-Hacam,
location,YE15062110300,Ghareerah,
location,YE15062111200,Wahjah,
location,YE15062180100,الحنجرة بدو رحل,
location,YE15062180300,الفحيشية (بدو رحل ),
location,YE15062180200,جبل العمري -بدو رحل,
location,YE15062202200,جزيرة ميون,
location,YE15072110300,Al-Had,
location,YE15072110200,Al-Hajafah,
location,YE15072110400,Al-Hedabyah,
location,YE15072110600,Al-Hujafyah,
location,YE15072110500,Al-Mawsanah,
location,YE15072110100,Al-Safalyah,
location,YE15072100101,Mawza,
location,YE15072210300,Al-Haeez,
location,YE15072210100,Al-Hamli,
location,YE15072210200,Al-Muqaisae,
location,YE15072210400,Jasr Rasyan,
location,YE15072310200,Al-Aqmah,
location,YE15072310100,Al-Areish,
location,YE15072310300,Al-Gheil,
location,YE15072410100,Al-Ateemah,
location,YE15072410200,Shabou,
location,YE15082110300,Al-Baheeh,
location,YE15082110100,Al-Rajmah,
location,YE15082110200,Al-Thanbah,
location,YE15082110400,Qarhah,
location,YE15082100101,Yafros,
location,YE15082210800,Al-Araer,
location,YE15082210900,Al-Areenah,
location,YE15082210100,Al-Haql,
location,YE15082211400,Al-Hwal Careef,
location,YE15082211100,Al-Jebal,
location,YE15082211200,Al-Khabah,
location,YE15082210500,Al-Maidan,
location,YE15082211000,Al-Rebat,
location,YE15082210600,Al-Sharaf,
location,YE15082211300,Beer Al-Dalw,
location,YE15082210400,Hadarah,
location,YE15082210300,Ocashah,
location,YE15082210700,Sharh,
location,YE15082210200,Wadi Saadah,
location,YE15082310500,Al-Nawazel,
location,YE15082310300,Al-Qashah,
location,YE15082310200,Al-Racz,
location,YE15082310100,Bani Aamer,
location,YE15082310600,Rahbah,
location,YE15082310400,Wadi Macsab,
location,YE15082410100,Namrah,
location,YE15082511100,Al-Ajf,
location,YE15082510500,Al-Codmah,
location,YE15082510600,Al-Dhohr,
location,YE15082510900,Al-Mabha'a,
location,YE15082511000,Al-Mahsha,
location,YE15082510700,Al-Shaeeb,
location,YE15082510800,Al-Shareq,
location,YE15082510100,Bani Maleek,
location,YE15082510300,Nejd Ocab,
location,YE15082510400,Wadi Al-Ahmar,
location,YE15082510200,Wadi Al-Beer,
location,YE15082610300,Al-Ahtoub,
location,YE15082610600,Al-Arary,
location,YE15082610100,Al-Barahat,
location,YE15082610900,Al-Jund,
location,YE15082611100,Al-Meihal,
location,YE15082610200,Al-Saeed,
location,YE15082610800,Arabes,
location,YE15082610700,Aswan,
location,YE15082611000,Bani Jafar,
location,YE15082610500,Cazm,
location,YE15082610400,Haraz,
location,YE15082710200,Al-Dareeb,
location,YE15082710400,Al-Deer,
location,YE15082710300,Al-Ecam,
location,YE15082710600,Al-Mensamah,
location,YE15082710100,Nejd Al-Owd,
location,YE15082710500,Wadi Sakeeb,
location,YE15082810100,Al-Adf,
location,YE15082810200,Al-Asali,
location,YE15082810500,Al-Masatah,
location,YE15082810600,Anaqeb,
location,YE15082810300,Dharjah,
location,YE15082810700,Dheyh Al-Qaryah,
location,YE15082810400,Rabedhah,
location,YE15082910800,Al-Aneen,
location,YE15082911100,Al-Hadadein,
location,YE15082910600,Al-Hajr,
location,YE15082910100,Bani Kheilah,
location,YE15082910300,Macaer,
location,YE15082910500,Meelat,
location,YE15082910700,Qaheebah,
location,YE15082910400,Tubeishah,
location,YE15082910200,Wahr,
location,YE15082911000,الكدهيه,
location,YE15082910900,حجرمين,
location,YE15083010100,Al-Hesn (Fort),
location,YE15083010600,Al-Madahef,
location,YE15083010400,Al-Marbah,
location,YE15083010300,Al-Meihal,
location,YE15083010200,Al-Musala,
location,YE15083010500,Al-Nazeehah Al-Olya,
location,YE15083010900,Al-Nazeehah Al-Sofla,
location,YE15083010700,Mashrafah,
location,YE15083010800,Shameer,
location,YE15083110100,Al-Afeirah,
location,YE15083110200,Al-Ahsab,
location,YE15083110300,Al-Ashrouh,
location,YE15083110400,Al-Atheer,
location,YE15083110900,Al-Dhabat,
location,YE15083111000,Al-Hameidi,
location,YE15083111400,Al-Macazemah,
location,YE15083110800,Al-Mashjab,
location,YE15083110700,Al-Thanbah,
location,YE15083111500,Al-Zareebah,
location,YE15083110500,Arashan,
location,YE15083111200,Hamrah,
location,YE15083111300,Heyjanah,
location,YE15083110600,Ocad,
location,YE15083111100,Sahbah,
location,YE15083210200,Al-Hadad,
location,YE15083210100,Al-Maqadehah,
location,YE15083210500,Anm,
location,YE15083210300,Med'hafah,
location,YE15083210400,Tahuwah,
location,YE15083310500,Adeenah,
location,YE15083310400,Al-Jarf,
location,YE15083310300,Al-Jund,
location,YE15083310100,Al-Munaem,
location,YE15083310200,Al-Zawai,
location,YE15083310600,المزبار,
location,YE15092110400,Aden Deymah,
location,YE15092110800,Al-Ashani,
location,YE15092110500,Al-Coshar,
location,YE15092110700,Al-Hajf,
location,YE15092110300,Al-Mahras,
location,YE15092111100,Hadabah,
location,YE15092110900,Hadnan,
location,YE15092111000,Meihal Hadnan,
location,YE15092110600,Namah,
location,YE15092110200,Nejd Thee Anqab,
location,YE15092110100,Thee Anqab,
location,YE15092210800,Al-Majeerein,
location,YE15092210500,Al-Masalyah,
location,YE15092210200,Al-Meehal Mashrah,
location,YE15092210600,Al-Sanahef,
location,YE15092210100,Mashrah,
location,YE15092210300,Nejd Mashrah,
location,YE15092210700,Tabeeh,
location,YE15092210400,Wadi Al-Wajeh,
location,YE15102110100,Adoud Mountain,
location,YE15102110500,Al-Dhabab,
location,YE15102110200,Al-Habeel,
location,YE15102110300,Anqabah,
location,YE15102110400,Oqaqah,
location,YE15102100100,دار النصر,
location,YE15102210100,Al-Dhuhrah,
location,YE15102210400,Al-Dumaynah,
location,YE15102210300,Al-Ozlah,
location,YE15102210500,Al-Rebat,
location,YE15102210200,Ras,
location,YE15102310500,Al-Adouf,
location,YE15102310600,Al-Jobah,
location,YE15102310100,Al-Khasaf,
location,YE15102310300,Al-Marzouh,
location,YE15102310400,Al-Qawe'e,
location,YE15102310700,Al-Shab,
location,YE15102310800,Hadah,
location,YE15102310200,Quradhah,
location,YE15102410300,Al-Deim,
location,YE15102410200,Ameeqah,
location,YE15102410100,Mahzaf,
location,YE15102410400,Thee Mareen,
location,YE15102410500,Thee Mehnah,
location,YE15102510200,Al-Abraa,
location,YE15102510300,Al-Aneen,
location,YE15102510600,Al-Khadhareb,
location,YE15102510800,Al-Maen,
location,YE15102510400,Al-Marfed,
location,YE15102510500,Al-Masaheen,
location,YE15102510700,Al-Rebat,
location,YE15102510100,Seiah,
location,YE15102610200,Al-Adarqi,
location,YE15102610100,Al-Masatah,
location,YE15102710100,Al-Neidani,
location,YE15102710300,Al-Sarari,
location,YE15102710200,Thee Al-Barh,
location,YE15102810200,Al-Adafi,
location,YE15102810600,Al-Aneen,
location,YE15102810300,Al-Aqaer,
location,YE15102810700,Al-Awat,
location,YE15102810100,Al-Mahras,
location,YE15102810800,Al-Qobo,
location,YE15102810500,Hasnan,
location,YE15102810400,Nejd Al-Abd,
location,YE15102910500,Al-Janhabi,
location,YE15102910900,Al-Maeinah,
